genes	logFC	logCPM	LR	PValue	FDR	symbol	keyvals
ENSG00000106624	-1.01341091723385	5.83200652674092	37.359572644913	9.82375093032699e-10	9.7148243656073e-08	AEBP1	royalblue
ENSG00000124749	-0.618450063657119	3.49211538582436	37.2389286374461	1.04506619686172e-09	1.02505554126996e-07	COL21A1	royalblue
ENSG00000174032	-0.389201071953552	4.12187815519474	37.2347827669423	1.04729032037956e-09	1.02505554126996e-07	SLC25A30	royalblue
ENSG00000196154	-1.18242876597826	2.61361940513465	36.9759253471542	1.1959684956587e-09	1.16460483204806e-07	S100A4	royalblue
ENSG00000179241	-0.526737247013858	4.69882947180079	36.851534481868	1.27475719447857e-09	1.23502618344253e-07	LDLRAD3	royalblue
ENSG00000148482	-0.758492480607161	5.49926304700041	36.8380825091276	1.28358311981714e-09	1.23729633458737e-07	SLC39A12	royalblue
ENSG00000109320	-0.384946079272844	4.28455054245669	36.7554253049223	1.33917419741217e-09	1.28439591617129e-07	NFKB1	royalblue
ENSG00000108387	0.85082444543179	8.80375761584997	36.6672177463298	1.40115980625315e-09	1.33126694030741e-07	SEPTIN4	gold
ENSG00000144909	-0.460202822779031	5.05922165798018	36.6660569122878	1.40199442000308e-09	1.33126694030741e-07	OSBPL11	royalblue
ENSG00000165097	-0.340750314437351	4.96872963109946	36.632295745813	1.42648693182175e-09	1.34781829607672e-07	KDM1B	royalblue
ENSG00000172824	0.620271552923471	5.61674009643784	36.5922127431949	1.4561226028686e-09	1.36450270204466e-07	CES4A	gold
ENSG00000113658	-0.325167474862323	5.59425495725124	36.5805124169997	1.46488900487143e-09	1.36450270204466e-07	SMAD5	royalblue
ENSG00000166091	0.902276756318003	5.29100182993553	36.5795760348367	1.4655928634557e-09	1.36450270204466e-07	CMTM5	gold
ENSG00000185513	0.37747167373286	4.01979626518156	36.542749792283	1.49354456860513e-09	1.38014403985231e-07	L3MBTL1	gold
ENSG00000118007	-0.402922050350555	4.25975446717335	36.5316339684575	1.50208607203803e-09	1.38014403985231e-07	STAG1	royalblue
ENSG00000054598	-1.01990114610969	3.8778448989663	36.5290397060069	1.50408655710615e-09	1.38014403985231e-07	FOXC1	royalblue
ENSG00000133065	-0.35866600422226	6.14350348075368	36.5190274262721	1.51183226359702e-09	1.38061390349343e-07	SLC41A1	royalblue
